0;0;-0.380251;0.760502;-0.380251;0;0;0;-0.380251;0.760502;-0.380251;0;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
0;0.000017;-0.380251;0.760502;-0.380251;-0.000017;0;0.000017;-0.380251;0.760502;-0.380251;-0.000017;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
0;0.000066;-0.380251;0.760502;-0.380251;-0.000066;0;0.000066;-0.380251;0.760502;-0.380251;-0.000066;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
0;0.000149;-0.380251;0.760502;-0.380251;-0.000149;0;0.000149;-0.380251;0.760502;-0.380251;-0.000149;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
0;0.000265;-0.380251;0.760502;-0.380251;-0.000265;0;0.000265;-0.380251;0.760502;-0.380251;-0.000265;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
0;0.000413;-0.380251;0.760502;-0.380251;-0.000413;0;0.000413;-0.380251;0.760502;-0.380251;-0.000413;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
0;0.000595;-0.380251;0.760501;-0.38025;-0.000595;0;0.000595;-0.380251;0.760501;-0.38025;-0.000595;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
0;0.00081;-0.38025;0.7605;-0.38025;-0.00081;0;0.00081;-0.38025;0.7605;-0.38025;-0.00081;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
0;0.001057;-0.38025;0.760499;-0.38025;-0.001057;0;0.001057;-0.38025;0.760499;-0.38025;-0.001057;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
0;0.001337;-0.380249;0.760498;-0.380249;-0.001337;0;0.001337;-0.380249;0.760498;-0.380249;-0.001337;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
0;0.001649;-0.380248;0.760495;-0.380248;-0.001649;0;0.001649;-0.380248;0.760495;-0.380248;-0.001649;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
0;0.001994;-0.380246;0.760492;-0.380246;-0.001994;0;0.001994;-0.380246;0.760492;-0.380246;-0.001994;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
0;0.002371;-0.380244;0.760488;-0.380244;-0.002371;0;0.002371;-0.380244;0.760488;-0.380244;-0.002371;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
0;0.002781;-0.380241;0.760483;-0.380241;-0.002781;0;0.002781;-0.380241;0.760483;-0.380241;-0.002781;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
0;0.003222;-0.380238;0.760476;-0.380238;-0.003222;0;0.003222;-0.380238;0.760476;-0.380238;-0.003222;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
0;0.003695;-0.380234;0.760468;-0.380234;-0.003695;0;0.003695;-0.380234;0.760468;-0.380234;-0.003695;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
0;0.004199;-0.380229;0.760458;-0.380229;-0.004199;0;0.004199;-0.380229;0.760458;-0.380229;-0.004199;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
0;0.004735;-0.380223;0.760446;-0.380223;-0.004735;0;0.004735;-0.380223;0.760446;-0.380223;-0.004735;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
0;0.005302;-0.380216;0.760432;-0.380216;-0.005302;0;0.005302;-0.380216;0.760432;-0.380216;-0.005302;0.174533;-0.174533;0;-0.523599;0;0;0;0.174533;0.174533;0;-0.523599;0;0;0;0;0;0;0
